	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG2_MAG2_749_3	MAG2	C	K00852	ribokinase [EC:2.7.1.15]								pfkB family carbohydrate kinase [PF00294.27]			0
MAG2_MAG2_742_6	MAG2	C	K15580	oligopeptide transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]			0
MAG2_MAG2_742_4	MAG2	C	K15582	oligopeptide transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.10]			0
MAG2_MAG2_738_6	MAG2	C	K21449	trimeric autotransporter adhesin								ALTTAQ repeat [PF20080.2]			0
MAG2_MAG2_738_3	MAG2	C	K05800	Lrp/AsnC family transcriptional regulator								Winged helix-turn-helix DNA-binding [PF13412.9]; Lrp/AsnC ligand binding domain [PF01037.24]			0
MAG2_MAG2_738_1	MAG2	C	K02047	sulfate/thiosulfate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_737_7	MAG2	C	K01581	ornithine decarboxylase [EC:4.1.1.17]								Pyridoxal-dependent decarboxylase, pyridoxal binding domain [PF02784.19]; Pyridoxal-dependent decarboxylase, C-terminal sheet domain [PF00278.25]			0
MAG2_MAG2_737_5	MAG2	C	K01873	valyl-tRNA synthetase [EC:6.1.1.9]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (M) [PF09334.14]; Valyl tRNA synthetase tRNA binding arm [PF10458.12]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]			0
MAG2_MAG2_737_2	MAG2	C	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]								GatB/GatE catalytic domain [PF02934.18]; GatB domain [PF02637.21]			0
MAG2_MAG2_739_1	MAG2	C	K00769	xanthine phosphoribosyltransferase [EC:2.4.2.22]											0
MAG2_MAG2_735_7	MAG2	C	K01620	threonine aldolase [EC:4.1.2.48]								Beta-eliminating lyase [PF01212.24]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]			0
MAG2_MAG2_735_4	MAG2	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]			0
MAG2_MAG2_735_3	MAG2	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]			0
MAG2_MAG2_734_4	MAG2	C	K07733	prophage regulatory protein								Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]			0
MAG2_MAG2_735_2	MAG2	C	K02034	peptide/nickel transport system permease protein											0
MAG2_MAG2_769_2	MAG2	C	K16557	succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family group 2 [PF13632.9]; Glycosyl transferase family 2 [PF13704.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-)	0
MAG2_MAG2_734_7	MAG2	C	K07505	regulatory protein RepA								AAA domain [PF13481.9]			0
MAG2_MAG2_735_5	MAG2	C	K18649	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]								Inositol monophosphatase family [PF00459.28]			0
MAG2_MAG2_742_5	MAG2	C	K15581	oligopeptide transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]			0
MAG2_MAG2_739_3	MAG2	C	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]								Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]			0
MAG2_MAG2_739_5	MAG2	C	K03704	cold shock protein								'Cold-shock' DNA-binding domain [PF00313.25]			0
MAG2_MAG2_742_3	MAG2	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG2_MAG2_741_6	MAG2	C	K22479	N-acetyltransferase								Acetyltransferase (GNAT) domain [PF13302.10]			0
MAG2_MAG2_741_5	MAG2	C	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]								tRNA synthetases class II (D, K and N) [PF00152.23]; GAD domain [PF02938.17]; OB-fold nucleic acid binding domain [PF01336.28]			0
MAG2_MAG2_741_1	MAG2	C	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.20]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.22]; MGS-like domain [PF02142.25]; ATP-grasp domain [PF02655.17]; ATP-grasp domain [PF02222.25]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.9]; ATP-grasp domain [PF13535.9]; D-ala D-ala ligase C-terminus [PF07478.16]; RimK-like ATP-grasp domain [PF08443.14]			0
MAG2_MAG2_740_7	MAG2	C	K07104	catechol 2,3-dioxygenase [EC:1.13.11.2]								Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]; Glyoxalase-like domain [PF18029.4]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.9]			0
MAG2_MAG2_740_5	MAG2	C	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]								Bacterial lipid A biosynthesis acyltransferase [PF03279.16]			0
MAG2_MAG2_739_4	MAG2	C	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]								Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region [PF10590.12]; Pyridoxamine 5'-phosphate oxidase [PF01243.23]; Pyridoxamine 5'-phosphate oxidase [PF12766.10]			0
MAG2_MAG2_740_4	MAG2	C	K02410	flagellar motor switch protein FliG								FliG C-terminal domain [PF01706.19]; FliG N-terminal domain [PF14842.9]; FliG middle domain [PF14841.9]			0
MAG2_MAG2_740_11	MAG2	C	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.28]			0
MAG2_MAG2_740_10	MAG2	C	K22074	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial								Scaffold protein Nfu/NifU N terminal [PF08712.14]; NifU-like domain [PF01106.20]			0
MAG2_MAG2_740_1	MAG2	C	K09712	uncharacterized protein								Domain of unknown function (DUF333) [PF03891.18]			0
MAG2_MAG2_73_3	MAG2	C	K05560	multicomponent K+:H+ antiporter subunit C								NADH-ubiquinone/plastoquinone oxidoreductase chain 4L [PF00420.27]			0
MAG2_MAG2_73_2	MAG2	C	K05559	multicomponent K+:H+ antiporter subunit A								Proton-conducting membrane transporter [PF00361.23]; Domain related to MnhB subunit of Na+/H+ antiporter [PF04039.16]; MBH, subunit E [PF20501.1]; MBH, subunit D [PF13244.9]; NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus [PF00662.23]			0
MAG2_MAG2_739_6	MAG2	C	K09005	uncharacterized protein								Uncharacterized ACR, COG1430 [PF02643.18]			0
MAG2_MAG2_740_2	MAG2	C	K01756	adenylosuccinate lyase [EC:4.3.2.2]								Lyase [PF00206.23]; Adenylosuccinate lyase C-terminus [PF10397.12]			0
MAG2_MAG2_74_2	MAG2	C	K11070	spermidine/putrescine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_738_5	MAG2	C	K01406	serralysin [EC:3.4.24.40]	MER0283257	U69	MER0283257 - family U69 unassigned peptidases (Azospira oryzae) [U69.UPW]#U69#{peptidase unit: 1421-1708}~source YP_005027449~	False	0.474	180.0	7.425999999999999e-44	Peptidase M10 serralysin C terminal [PF08548.14]; Calx-beta domain [PF03160.17]			0
MAG2_MAG2_750_5	MAG2	C	K00936	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]								Response regulator receiver domain [PF00072.27]; Histidine kinase [PF07568.15]; Histidine kinase-like ATPase domain [PF13581.9]; HWE histidine kinase [PF07536.17]			0
MAG2_MAG2_764_6	MAG2	C	K04758	ferrous iron transport protein A								FeoA domain [PF04023.17]			0
MAG2_MAG2_764_3	MAG2	C	K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]								NAD synthase [PF02540.20]; Competence-damaged protein [PF02464.20]; tRNA methyl transferase HUP domain [PF03054.19]; Queuosine biosynthesis protein QueC [PF06508.16]			0
MAG2_MAG2_764_2	MAG2	C	K03831	molybdopterin adenylyltransferase [EC:2.7.7.75]								Probable molybdopterin binding domain [PF00994.27]			0
MAG2_MAG2_763_7	MAG2	C	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]								SRP54-type protein, GTPase domain [PF00448.25]; SRP54-type protein, helical bundle domain [PF02881.22]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]			0
MAG2_MAG2_763_1	MAG2	C	K02914	large subunit ribosomal protein L34								Ribosomal protein L34 [PF00468.20]			0
MAG2_MAG2_762_5	MAG2	C	K00643	5-aminolevulinate synthase [EC:2.3.1.37]								Aminotransferase class I and II [PF00155.24]; Aminotransferase class-V [PF00266.22]			0
MAG2_MAG2_765_5	MAG2	C	K01966	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]								Carboxyl transferase domain [PF01039.25]			0
MAG2_MAG2_762_3	MAG2	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]			0
MAG2_MAG2_761_7	MAG2	C	K23262	gas vesicle structural protein								Gas vesicle protein [PF00741.21]			0
MAG2_MAG2_761_12	MAG2	C	K09966	uncharacterized protein								Uncharacterized protein conserved in bacteria (DUF2237) [PF09996.12]			0
MAG2_MAG2_760_6	MAG2	C	K04039	light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]								Nitrogenase component 1 type Oxidoreductase [PF00148.22]			0
MAG2_MAG2_760_5	MAG2	C	K04038	light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]								Nitrogenase component 1 type Oxidoreductase [PF00148.22]			0
MAG2_MAG2_760_4	MAG2	C	K11336	3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.165]								2-vinyl bacteriochlorophyllide hydratase (BCHF) [PF07284.14]			0
MAG2_MAG2_760_1	MAG2	C	K04034	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]								Radical SAM superfamily [PF04055.24]; B12 binding domain [PF02310.22]; 4Fe-4S single cluster domain [PF13353.9]			0
MAG2_MAG2_762_2	MAG2	C	K02034	peptide/nickel transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.10]			0
MAG2_MAG2_75_6	MAG2	C	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.23]			0
MAG2_MAG2_765_6	MAG2	C	K09922	uncharacterized protein								Putative member of DMT superfamily (DUF486) [PF04342.15]			0
MAG2_MAG2_765_8	MAG2	C	K21686	XRE family transcriptional regulator, fatty acid utilization regulator								Short-chain fatty acyl coenzyme A regulators [PF09856.12]; IrrE N-terminal-like domain [PF06114.16]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]			0
MAG2_MAG2_768_5	MAG2	C	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]								CheR methyltransferase, SAM binding domain [PF01739.21]; CheR methyltransferase, all-alpha domain [PF03705.18]; Methyltransferase domain [PF13649.9]			0
MAG2_MAG2_768_4	MAG2	C	K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]								CheB methylesterase [PF01339.20]; Response regulator receiver domain [PF00072.27]			0
MAG2_MAG2_768_2	MAG2	C	K07393	glutathionyl-hydroquinone reductase [EC:1.8.5.7]								Glutathione S-transferase, N-terminal domain [PF13409.9]; Peroxidase [PF00141.26]; Glutathione S-transferase, C-terminal domain [PF00043.28]; Glutathione S-transferase, C-terminal domain [PF13410.9]			0
MAG2_MAG2_74_3	MAG2	C	K11071	spermidine/putrescine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_768_6	MAG2	C	K03408	purine-binding chemotaxis protein CheW								CheW-like domain [PF01584.22]			0
MAG2_MAG2_767_9	MAG2	C	K02419	flagellar biosynthesis protein FliP								FliP family [PF00813.23]			0
MAG2_MAG2_765_7	MAG2	C	K07552	MFS transporter, DHA1 family, multidrug resistance protein								Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]; Sugar (and other) transporter [PF00083.27]			0
MAG2_MAG2_767_8	MAG2	C	K02417	flagellar motor switch protein FliN								Type III flagellar switch regulator (C-ring) FliN C-term [PF01052.23]			0
MAG2_MAG2_767_5	MAG2	C	K02415	flagellar protein FliL								Flagellar basal body-associated protein FliL [PF03748.17]			0
MAG2_MAG2_766_9	MAG2	C	K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]								MoaE protein [PF02391.20]			0
MAG2_MAG2_766_8	MAG2	C	K03636	sulfur-carrier protein											0
MAG2_MAG2_766_7	MAG2	C	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]								CDP-alcohol phosphatidyltransferase [PF01066.24]			0
MAG2_MAG2_766_6	MAG2	C	K03703	excinuclease ABC subunit C								UvrC RNAse H endonuclease domain [PF08459.14]; Helix-hairpin-helix motif [PF12826.10]; GIY-YIG catalytic domain [PF01541.27]			0
MAG2_MAG2_766_3	MAG2	C	K04773	protease IV [EC:3.4.21.-]	MER0026060	S49B	MER0026060 - subfamily S49B unassigned peptidases (Rhodobacter sphaeroides) [S49.UPB]#S49B#{peptidase unit: 40-250}~source YP_001044611~	True	0.943	420.0	5.793e-132	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]			0
MAG2_MAG2_767_6	MAG2	C	K02409	flagellar M-ring protein FliF								Secretory protein of YscJ/FliF family [PF01514.20]; Flagellar M-ring protein C-terminal [PF08345.14]			0
MAG2_MAG2_75_4	MAG2	C	K11690	C4-dicarboxylate transporter, DctM subunit								Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]			0
MAG2_MAG2_767_2	MAG2	C	K02556	chemotaxis protein MotA								Motility protein A N-terminal [PF20560.1]; MotA/TolQ/ExbB proton channel family [PF01618.19]			0
MAG2_MAG2_75_1	MAG2	C	K06995	uncharacterized protein								EutQ-like cupin domain [PF05899.15]			0
MAG2_MAG2_753_5	MAG2	C	K08738	cytochrome c								Cytochrome c [PF00034.24]			1
MAG2_MAG2_753_4	MAG2	C	K13893	microcin C transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.25]			0
MAG2_MAG2_753_3	MAG2	C	K13894	microcin C transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.2]			0
MAG2_MAG2_753_2	MAG2	C	K13895	microcin C transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.10]			0
MAG2_MAG2_753_1	MAG2	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]			0
MAG2_MAG2_752_9	MAG2	C	K09160	uncharacterized protein											0
MAG2_MAG2_753_6	MAG2	C	K04518	prephenate dehydratase [EC:4.2.1.51]								Prephenate dehydratase [PF00800.21]			0
MAG2_MAG2_752_8	MAG2	C	K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]								FAD synthetase [PF06574.15]; Riboflavin kinase [PF01687.20]			0
MAG2_MAG2_752_5	MAG2	C	K15986	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]								DHH family [PF01368.23]; DHHA2 domain [PF02833.17]			0
MAG2_MAG2_752_2	MAG2	C	K04078	chaperonin GroES								Chaperonin 10 Kd subunit [PF00166.24]			0
MAG2_MAG2_750_6	MAG2	C	K01915	glutamine synthetase [EC:6.3.1.2]								Glutamine synthetase, catalytic domain [PF00120.27]; Glutamine synthetase, beta-Grasp domain [PF03951.22]			0
MAG2_MAG2_752_10	MAG2	C	K01620	threonine aldolase [EC:4.1.2.48]								Beta-eliminating lyase [PF01212.24]			0
MAG2_MAG2_75_2	MAG2	C	K21395	TRAP-type transport system periplasmic protein								Bacterial extracellular solute-binding protein, family 7 [PF03480.16]			0
MAG2_MAG2_752_1	MAG2	C	K04077	chaperonin GroEL								TCP-1/cpn60 chaperonin family [PF00118.27]			0
MAG2_MAG2_752_7	MAG2	C	K17865	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]								MaoC like domain [PF01575.22]; N-terminal half of MaoC dehydratase [PF13452.9]			0
MAG2_MAG2_754_2	MAG2	C	K03585	membrane fusion protein, multidrug efflux system								Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.8]; Cation efflux system protein CusB domain 1 [PF00529.23]			0
MAG2_MAG2_752_3	MAG2	C	K09973	uncharacterized protein	MER0351821	M96	MER0351821 - family M96 non-peptidase homologues (Rhodobacter sp. AKP1) [M96.UNW]#M96#{peptidase unit: 64-324}~source WP_009564757~	True	0.951	524.0	1.064e-166	TraB/PrgY/gumN family [PF01963.20]			0
MAG2_MAG2_755_3	MAG2	C	K18802	glutamine amidotransferase	MER0081986	C44	MER0081986 - family C44 unassigned peptidases (Rhodobacter sphaeroides) [C44.UPW]#C44#{peptidase unit: 2-170}~source ACM01641~	True	1.0	364.0	1.482e-112	Glutamine amidotransferases class-II [PF13230.9]; Glutamine amidotransferase domain [PF13522.9]			0
MAG2_MAG2_758_8	MAG2	C	K11070	spermidine/putrescine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_758_7	MAG2	C	K11071	spermidine/putrescine transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_754_3	MAG2	C	K18138	multidrug efflux pump								AcrB/AcrD/AcrF family [PF00873.22]; MMPL family [PF03176.18]			0
MAG2_MAG2_758_3	MAG2	C	K02996	small subunit ribosomal protein S9								Ribosomal protein S9/S16 [PF00380.22]			0
MAG2_MAG2_758_2	MAG2	C	K02871	large subunit ribosomal protein L13								Ribosomal protein L13 [PF00572.21]			0
MAG2_MAG2_757_6	MAG2	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER0026050	S14	MER0026050 - family S14 non-peptidase homologues (Rhodobacter sphaeroides) [S14.UNW]#S14#{peptidase unit: 1-208}~source ZP_00004654~	True	0.942	413.0	1.69e-129	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]			0
MAG2_MAG2_757_2	MAG2	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]								AAA domain [PF13671.9]; HNH endonuclease [PF01844.26]			1
MAG2_MAG2_750_7	MAG2	C	K04752	nitrogen regulatory protein P-II 2								Nitrogen regulatory protein P-II [PF00543.25]			0
MAG2_MAG2_756_1	MAG2	C	K02014	iron complex outermembrane recepter protein								TonB dependent receptor [PF00593.27]; TonB-dependent Receptor Plug Domain [PF07715.18]			0
MAG2_MAG2_755_9	MAG2	C	K13643	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor								Iron-dependent Transcriptional regulator [PF02082.23]			0
MAG2_MAG2_755_4	MAG2	C	K06207	GTP-binding protein								Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation factor Tu domain 2 [PF03144.28]			0
MAG2_MAG2_755_8	MAG2	C	K07018	uncharacterized protein	MER0081985	S09C	MER0081985 - subfamily S9C unassigned peptidases (Rhodobacter sphaeroides) [S09.UPC]#S09C#{peptidase unit: 1-214}~source ACM01636~	True	0.999	454.0	8.338e-145	X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; Alpha/beta hydrolase domain [PF20408.1]; Prolyl oligopeptidase family [PF00326.24]; Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Phospholipase/Carboxylesterase [PF02230.19]			0
MAG2_MAG2_756_4	MAG2	C	K02025	multiple sugar transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG2_MAG2_755_6	MAG2	C	K00031	isocitrate dehydrogenase [EC:1.1.1.42]								Isocitrate/isopropylmalate dehydrogenase [PF00180.23]			0
MAG4_MAG4_36_54	MAG4	C	K01274	beta-Ala-Xaa dipeptidase [EC:3.4.13.-]	MER0041490	M20A	MER0041490 - peptidase V (Streptococcus thermophilus) [M20.004]#M20A#{peptidase unit: 1-468}~source YP_141490-1~	True	0.978	966.0	2.195e-317	Peptidase family M20/M25/M40 [PF01546.31]			0
MAG4_MAG4_36_32	MAG4	C	K19285	FMN reductase (NADPH) [EC:1.5.1.38]								Nitroreductase family [PF00881.27]			0
MAG4_MAG4_36_31	MAG4	C	K01537	P-type Ca2+ transporter type 2C [EC:7.2.2.10]								E1-E2 ATPase [PF00122.23]; Cation transporting ATPase, C-terminus [PF00689.24]; haloacid dehalogenase-like hydrolase [PF00702.29]; Cation transport ATPase (P-type) [PF13246.9]; Cation transporter/ATPase, N-terminus [PF00690.29]			0
MAG4_MAG4_35_29	MAG4	C	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]								Cobalamin-independent synthase, Catalytic domain [PF01717.21]			0
MAG4_MAG4_36_26	MAG4	C	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]								haloacid dehalogenase-like hydrolase [PF08282.15]; Sucrose-6F-phosphate phosphohydrolase [PF05116.16]			0
MAG4_MAG4_36_24	MAG4	C	K09790	uncharacterized protein								Protein of unknown function (DUF454) [PF04304.16]			0
MAG4_MAG4_36_34	MAG4	C	K18979	epoxyqueuosine reductase [EC:1.17.99.6]								Epoxyqueuosine reductase QueG, DUF1730 [PF08331.13]; 4Fe-4S double cluster binding domain [PF13484.9]			0
MAG4_MAG4_36_22	MAG4	C	K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]; GHKL domain [PF14501.9]; PAS fold [PF08448.13]; PAS domain [PF13426.10]			0
MAG4_MAG4_36_21	MAG4	C	K07668	two-component system, OmpR family, response regulator VicR								Response regulator receiver domain [PF00072.27]; Transcriptional regulatory protein, C terminal [PF00486.31]			0
MAG4_MAG4_36_19	MAG4	C	K10041	aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG4_MAG4_36_18	MAG4	C	K10039	aspartate/glutamate/glutamine transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]; NMT1/THI5 like [PF09084.14]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]; NMT1-like family [PF16868.8]			0
MAG4_MAG4_36_25	MAG4	C	K05363	serine/alanine adding enzyme [EC:2.3.2.10]								FemAB family [PF02388.19]; Acetyltransferase (GNAT) domain [PF13480.10]			0
MAG4_MAG4_36_35	MAG4	C	K02836	peptide chain release factor 2								PCRF domain [PF03462.21]; RF-1 domain [PF00472.23]			0
MAG4_MAG4_36_37	MAG4	C	K09811	cell division transport system permease protein								FtsX extracellular domain [PF18075.4]; FtsX-like permease family [PF02687.24]			0
MAG4_MAG4_36_36	MAG4	C	K09812	cell division transport system ATP-binding protein								ABC transporter [PF00005.30]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]			0
MAG4_MAG4_36_42	MAG4	C	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	MER0303476	M20B	MER0303476 - peptidase T (Streptococcus vestibularis) [M20.003]#M20B#{peptidase unit: 16-403}~source ZP_08069621~	True	0.937	764.0	1.964e-248	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]			0
MAG4_MAG4_36_60	MAG4	C	K01839	phosphopentomutase [EC:5.4.2.7]								Metalloenzyme superfamily [PF01676.21]			0
MAG4_MAG4_36_44	MAG4	C	K05337	ferredoxin								4Fe-4S single cluster domain of Ferredoxin I [PF13370.9]; 4Fe-4S single cluster domain [PF13459.9]			0
MAG4_MAG4_36_47	MAG4	C	K02520	translation initiation factor IF-3								Translation initiation factor IF-3, C-terminal domain [PF00707.25]; Translation initiation factor IF-3, N-terminal domain [PF05198.19]			0
MAG4_MAG4_36_48	MAG4	C	K02916	large subunit ribosomal protein L35								Ribosomal protein L35 [PF01632.22]			0
MAG4_MAG4_36_49	MAG4	C	K02887	large subunit ribosomal protein L20								Ribosomal protein L20 [PF00453.21]			0
